AREANM,AREACD,Year,GDHI_Per_Head
Central Bedfordshire,UKH25,2006,15984
Central Bedfordshire,UKH25,2007,16389
Central Bedfordshire,UKH25,2008,16933
Central Bedfordshire,UKH25,2009,17379
Central Bedfordshire,UKH25,2010,17697
Central Bedfordshire,UKH25,2011,17732
Central Bedfordshire,UKH25,2012,18459
Central Bedfordshire,UKH25,2013,19209
Central Bedfordshire,UKH25,2014,19377
Central Bedfordshire,UKH25,2015,20294
Central Bedfordshire,UKH25,2016,20719
Central Hampshire,UKJ36,1997,13476
Central Hampshire,UKJ36,1998,13923
Central Hampshire,UKJ36,1999,14317
Central Hampshire,UKJ36,2000,15430
Central Hampshire,UKJ36,2001,15982
Central Hampshire,UKJ36,2002,16417
Central Hampshire,UKJ36,2003,16580
Central Hampshire,UKJ36,2004,17311
Central Hampshire,UKJ36,2005,17920
Central Hampshire,UKJ36,2006,18647
Central Hampshire,UKJ36,2007,19494
Central Hampshire,UKJ36,2008,20131
Central Hampshire,UKJ36,2009,20518
Central Hampshire,UKJ36,2010,20414
Central Hampshire,UKJ36,2011,20758
Central Hampshire,UKJ36,2012,21815
Central Hampshire,UKJ36,2013,22176
Central Hampshire,UKJ36,2014,22539
Central Hampshire,UKJ36,2015,24056
Central Hampshire,UKJ36,2016,24245
Central Valleys,UKL15,1997,8120
Central Valleys,UKL15,1998,8128
Central Valleys,UKL15,1999,8449
Central Valleys,UKL15,2000,9244
Central Valleys,UKL15,2001,9910
Central Valleys,UKL15,2002,10355
Central Valleys,UKL15,2003,10590
Central Valleys,UKL15,2004,11102
Central Valleys,UKL15,2005,11455
Central Valleys,UKL15,2006,11715
Central Valleys,UKL15,2007,12130
Central Valleys,UKL15,2008,12484
Central Valleys,UKL15,2009,12507
Central Valleys,UKL15,2010,12698
Central Valleys,UKL15,2011,12862
Central Valleys,UKL15,2012,13346
Central Valleys,UKL15,2013,13578
Central Valleys,UKL15,2014,13736
Central Valleys,UKL15,2015,14226
Central Valleys,UKL15,2016,14525
Cheshire East,UKD62,1997,12171
Cheshire East,UKD62,1998,12540
Cheshire East,UKD62,1999,13093
Cheshire East,UKD62,2000,13664
Cheshire East,UKD62,2001,13904
Cheshire East,UKD62,2002,14822
Cheshire East,UKD62,2003,15552
Cheshire East,UKD62,2004,15996
Cheshire East,UKD62,2005,16505
Cheshire East,UKD62,2006,17033
Cheshire East,UKD62,2007,17534
Cheshire East,UKD62,2008,17863
Cheshire East,UKD62,2009,18435
Cheshire East,UKD62,2010,18315
Cheshire East,UKD62,2011,18518
Cheshire East,UKD62,2012,19267
Cheshire East,UKD62,2013,20306
Cheshire East,UKD62,2014,20899
Cheshire East,UKD62,2015,22065
Cheshire East,UKD62,2016,22025
Cheshire West and Chester,UKD63,1997,11089
Cheshire West and Chester,UKD63,1998,11380
Cheshire West and Chester,UKD63,1999,11954
Cheshire West and Chester,UKD63,2000,12479
Cheshire West and Chester,UKD63,2001,12749
Cheshire West and Chester,UKD63,2002,13528
Cheshire West and Chester,UKD63,2003,14315
Cheshire West and Chester,UKD63,2004,14946
Cheshire West and Chester,UKD63,2005,15404
Cheshire West and Chester,UKD63,2006,15808
Cheshire West and Chester,UKD63,2007,16359
Cheshire West and Chester,UKD63,2008,16852
Cheshire West and Chester,UKD63,2009,17455
Cheshire West and Chester,UKD63,2010,17352
Cheshire West and Chester,UKD63,2011,17384
Cheshire West and Chester,UKD63,2012,18273
Cheshire West and Chester,UKD63,2013,18730
Cheshire West and Chester,UKD63,2014,19064
Cheshire West and Chester,UKD63,2015,19858
Cheshire West and Chester,UKD63,2016,19372
Chorley and West Lancashire,UKD47,1997,10408
Chorley and West Lancashire,UKD47,1998,10599
Chorley and West Lancashire,UKD47,1999,10990
Chorley and West Lancashire,UKD47,2000,11789
Chorley and West Lancashire,UKD47,2001,12246
Chorley and West Lancashire,UKD47,2002,12593
Chorley and West Lancashire,UKD47,2003,12964
Chorley and West Lancashire,UKD47,2004,13390
Chorley and West Lancashire,UKD47,2005,13873
Chorley and West Lancashire,UKD47,2006,14290
Chorley and West Lancashire,UKD47,2007,14828
Chorley and West Lancashire,UKD47,2008,15236
Chorley and West Lancashire,UKD47,2009,15860
Chorley and West Lancashire,UKD47,2010,15781
Chorley and West Lancashire,UKD47,2011,16188
Chorley and West Lancashire,UKD47,2012,16669
Chorley and West Lancashire,UKD47,2013,16863
Chorley and West Lancashire,UKD47,2014,17249
Chorley and West Lancashire,UKD47,2015,18456
Chorley and West Lancashire,UKD47,2016,18660
Clackmannanshire and Fife,UKM72,1997,9090
Clackmannanshire and Fife,UKM72,1998,9604
Clackmannanshire and Fife,UKM72,1999,9851
Clackmannanshire and Fife,UKM72,2000,10515
Clackmannanshire and Fife,UKM72,2001,10923
Clackmannanshire and Fife,UKM72,2002,11472
Clackmannanshire and Fife,UKM72,2003,11809
Clackmannanshire and Fife,UKM72,2004,12309
Clackmannanshire and Fife,UKM72,2005,12558
Clackmannanshire and Fife,UKM72,2006,12638
Clackmannanshire and Fife,UKM72,2007,13601
Clackmannanshire and Fife,UKM72,2008,14254
Clackmannanshire and Fife,UKM72,2009,14566
Clackmannanshire and Fife,UKM72,2010,14712
Clackmannanshire and Fife,UKM72,2011,14906
Clackmannanshire and Fife,UKM72,2012,15436
Clackmannanshire and Fife,UKM72,2013,16018
Clackmannanshire and Fife,UKM72,2014,16220
Clackmannanshire and Fife,UKM72,2015,16956
Clackmannanshire and Fife,UKM72,2016,17264
Conwy and Denbighshire,UKL13,1997,10441
Conwy and Denbighshire,UKL13,1998,10555
Conwy and Denbighshire,UKL13,1999,10722
Conwy and Denbighshire,UKL13,2000,11294
Conwy and Denbighshire,UKL13,2001,11698
Conwy and Denbighshire,UKL13,2002,12156
Conwy and Denbighshire,UKL13,2003,12516
Conwy and Denbighshire,UKL13,2004,12961
Conwy and Denbighshire,UKL13,2005,13568
Conwy and Denbighshire,UKL13,2006,13718
Conwy and Denbighshire,UKL13,2007,13957
Conwy and Denbighshire,UKL13,2008,14621
Conwy and Denbighshire,UKL13,2009,14516
Conwy and Denbighshire,UKL13,2010,14668
Conwy and Denbighshire,UKL13,2011,15152
Conwy and Denbighshire,UKL13,2012,15704
Conwy and Denbighshire,UKL13,2013,15823
Conwy and Denbighshire,UKL13,2014,16056
Conwy and Denbighshire,UKL13,2015,16434
Conwy and Denbighshire,UKL13,2016,16432
Cornwall and Isles of Scilly,UKK30,1997,9957
Cornwall and Isles of Scilly,UKK30,1998,10249
Cornwall and Isles of Scilly,UKK30,1999,10306
Cornwall and Isles of Scilly,UKK30,2000,10910
Cornwall and Isles of Scilly,UKK30,2001,11531
Cornwall and Isles of Scilly,UKK30,2002,11995
Cornwall and Isles of Scilly,UKK30,2003,12161
Cornwall and Isles of Scilly,UKK30,2004,12576
Cornwall and Isles of Scilly,UKK30,2005,13012
Cornwall and Isles of Scilly,UKK30,2006,13654
Cornwall and Isles of Scilly,UKK30,2007,14139
Cornwall and Isles of Scilly,UKK30,2008,14552
Cornwall and Isles of Scilly,UKK30,2009,14800
Cornwall and Isles of Scilly,UKK30,2010,15069
Cornwall and Isles of Scilly,UKK30,2011,15448
Cornwall and Isles of Scilly,UKK30,2012,15903
Cornwall and Isles of Scilly,UKK30,2013,16132
Cornwall and Isles of Scilly,UKK30,2014,16393
Cornwall and Isles of Scilly,UKK30,2015,17012
Cornwall and Isles of Scilly,UKK30,2016,17026
Coventry,UKG33,1997,8998
Coventry,UKG33,1998,9193
Coventry,UKG33,1999,9518
Coventry,UKG33,2000,10373
Coventry,UKG33,2001,10814
Coventry,UKG33,2002,11136
Coventry,UKG33,2003,11134
Coventry,UKG33,2004,11614
Coventry,UKG33,2005,11479
Coventry,UKG33,2006,11650
Coventry,UKG33,2007,12251
Coventry,UKG33,2008,12510
Coventry,UKG33,2009,12929
Coventry,UKG33,2010,13069
Coventry,UKG33,2011,13212
Coventry,UKG33,2012,13499
Coventry,UKG33,2013,13741
Coventry,UKG33,2014,13924
Coventry,UKG33,2015,14226
Coventry,UKG33,2016,14175
Croydon,UKI62,1997,10324
Croydon,UKI62,1998,10776
Croydon,UKI62,1999,11464
Croydon,UKI62,2000,12476
Croydon,UKI62,2001,13125
Croydon,UKI62,2002,13576
Croydon,UKI62,2003,14288
Croydon,UKI62,2004,15017
Croydon,UKI62,2005,15749
Croydon,UKI62,2006,16274
Croydon,UKI62,2007,17162
Croydon,UKI62,2008,17546
Croydon,UKI62,2009,17335
Croydon,UKI62,2010,17483
Croydon,UKI62,2011,17682
Croydon,UKI62,2012,18852
Croydon,UKI62,2013,19421
Croydon,UKI62,2014,19686
Croydon,UKI62,2015,21138
Croydon,UKI62,2016,21766
Darlington,UKC13,1997,9637
Darlington,UKC13,1998,9656
Darlington,UKC13,1999,9753
Darlington,UKC13,2000,10681
Darlington,UKC13,2001,11538
Darlington,UKC13,2002,11639
Darlington,UKC13,2003,11929
Darlington,UKC13,2004,12187
Darlington,UKC13,2005,12391
Darlington,UKC13,2006,12623
Darlington,UKC13,2007,13222
Darlington,UKC13,2008,13219
Darlington,UKC13,2009,13881
Darlington,UKC13,2010,13806
Darlington,UKC13,2011,13700
Darlington,UKC13,2012,14341
Darlington,UKC13,2013,14729
Darlington,UKC13,2014,14856
Darlington,UKC13,2015,15537
Darlington,UKC13,2016,15487
Derby,UKF11,1997,9300
Derby,UKF11,1998,9539
Derby,UKF11,1999,9898
Derby,UKF11,2000,9963
Derby,UKF11,2001,10483
Derby,UKF11,2002,10914
Derby,UKF11,2003,11128
Derby,UKF11,2004,11527
Derby,UKF11,2005,11440
Derby,UKF11,2006,12156
Derby,UKF11,2007,12437
Derby,UKF11,2008,12369
Derby,UKF11,2009,13073
Derby,UKF11,2010,12585
Derby,UKF11,2011,12581
Derby,UKF11,2012,13390
Derby,UKF11,2013,13792
Derby,UKF11,2014,14331
Derby,UKF11,2015,14934
Derby,UKF11,2016,15078
Derry City and Strabane,UKN10,1997,7132
Derry City and Strabane,UKN10,1998,7196
Derry City and Strabane,UKN10,1999,7470
Derry City and Strabane,UKN10,2000,7868
Derry City and Strabane,UKN10,2001,8320
Derry City and Strabane,UKN10,2002,9042
Derry City and Strabane,UKN10,2003,9674
Derry City and Strabane,UKN10,2004,10390
Derry City and Strabane,UKN10,2005,11258
Derry City and Strabane,UKN10,2006,11775
Derry City and Strabane,UKN10,2007,11862
Derry City and Strabane,UKN10,2008,11916
Derry City and Strabane,UKN10,2009,12119
Derry City and Strabane,UKN10,2010,12262
Derry City and Strabane,UKN10,2011,12713
Derry City and Strabane,UKN10,2012,13030
Derry City and Strabane,UKN10,2013,13380
Derry City and Strabane,UKN10,2014,13718
Derry City and Strabane,UKN10,2015,13924
Derry City and Strabane,UKN10,2016,14036
Devon CC,UKK43,1997,11216
Devon CC,UKK43,1998,11441
Devon CC,UKK43,1999,11701
Devon CC,UKK43,2000,12044
Devon CC,UKK43,2001,12562
Devon CC,UKK43,2002,12988
Devon CC,UKK43,2003,13169
Devon CC,UKK43,2004,13660
Devon CC,UKK43,2005,14264
Devon CC,UKK43,2006,15028
Devon CC,UKK43,2007,15513
Devon CC,UKK43,2008,16247
Devon CC,UKK43,2009,16666
Devon CC,UKK43,2010,16520
Devon CC,UKK43,2011,16694
Devon CC,UKK43,2012,17292
Devon CC,UKK43,2013,17804
Devon CC,UKK43,2014,18081
Devon CC,UKK43,2015,19028
Devon CC,UKK43,2016,19088
Dorset CC,UKK22,1997,11882
Dorset CC,UKK22,1998,12445
Dorset CC,UKK22,1999,12700
Dorset CC,UKK22,2000,13363
Dorset CC,UKK22,2001,13748
Dorset CC,UKK22,2002,14000
Dorset CC,UKK22,2003,14527
Dorset CC,UKK22,2004,14848
Dorset CC,UKK22,2005,15368
Dorset CC,UKK22,2006,16364
Dorset CC,UKK22,2007,16808
Dorset CC,UKK22,2008,17329
Dorset CC,UKK22,2009,17283
Dorset CC,UKK22,2010,17679
Dorset CC,UKK22,2011,18233
Dorset CC,UKK22,2012,18795
Dorset CC,UKK22,2013,19372
Dorset CC,UKK22,2014,19915
Dorset CC,UKK22,2015,20599
Dorset CC,UKK22,2016,20508
Dudley,UKG36,1997,9656
Dudley,UKG36,1998,10058
Dudley,UKG36,1999,10356
Dudley,UKG36,2000,10887
Dudley,UKG36,2001,11120
Dudley,UKG36,2002,11249
Dudley,UKG36,2003,11439
Dudley,UKG36,2004,11883
Dudley,UKG36,2005,11977
Dudley,UKG36,2006,12307
Dudley,UKG36,2007,12530
Dudley,UKG36,2008,12683
Dudley,UKG36,2009,13271
Dudley,UKG36,2010,13504
Dudley,UKG36,2011,13646
Dudley,UKG36,2012,14266
Dudley,UKG36,2013,14629
Dudley,UKG36,2014,14951
Dudley,UKG36,2015,15602
Dudley,UKG36,2016,15878
Dumfries & Galloway,UKM92,1997,9435
Dumfries & Galloway,UKM92,1998,9759
Dumfries & Galloway,UKM92,1999,9877
Dumfries & Galloway,UKM92,2000,10403
Dumfries & Galloway,UKM92,2001,10691
Dumfries & Galloway,UKM92,2002,11169
Dumfries & Galloway,UKM92,2003,11561
Dumfries & Galloway,UKM92,2004,12171
Dumfries & Galloway,UKM92,2005,12307
Dumfries & Galloway,UKM92,2006,12982
Dumfries & Galloway,UKM92,2007,13736
Dumfries & Galloway,UKM92,2008,14503
Dumfries & Galloway,UKM92,2009,15016
Dumfries & Galloway,UKM92,2010,15109
Dumfries & Galloway,UKM92,2011,15317
Dumfries & Galloway,UKM92,2012,15885
Dumfries & Galloway,UKM92,2013,16256
Dumfries & Galloway,UKM92,2014,16513
Dumfries & Galloway,UKM92,2015,17182
Dumfries & Galloway,UKM92,2016,17759
Durham CC,UKC14,1997,9238
Durham CC,UKC14,1998,9573
Durham CC,UKC14,1999,9886
Durham CC,UKC14,2000,10470
Durham CC,UKC14,2001,10868
Durham CC,UKC14,2002,11038
Durham CC,UKC14,2003,11207
Durham CC,UKC14,2004,11747
Durham CC,UKC14,2005,11944
Durham CC,UKC14,2006,12295
Durham CC,UKC14,2007,12529
Durham CC,UKC14,2008,12775
Durham CC,UKC14,2009,13232
Durham CC,UKC14,2010,13522
Durham CC,UKC14,2011,13655
Durham CC,UKC14,2012,14161
Durham CC,UKC14,2013,14430
Durham CC,UKC14,2014,14718
Durham CC,UKC14,2015,15325
Durham CC,UKC14,2016,15221
Ealing,UKI73,1997,12921
Ealing,UKI73,1998,13503
Ealing,UKI73,1999,14034
Ealing,UKI73,2000,14913
Ealing,UKI73,2001,15542
Ealing,UKI73,2002,15990
Ealing,UKI73,2003,16640
Ealing,UKI73,2004,17061
Ealing,UKI73,2005,17700
Ealing,UKI73,2006,18163
Ealing,UKI73,2007,19057
Ealing,UKI73,2008,19632
Ealing,UKI73,2009,19576
Ealing,UKI73,2010,19799
Ealing,UKI73,2011,19941
Ealing,UKI73,2012,21546
Ealing,UKI73,2013,22785
Ealing,UKI73,2014,24055
Ealing,UKI73,2015,25936
Ealing,UKI73,2016,26655
East Ayrshire and North Ayrshire mainland,UKM93,1997,8464
East Ayrshire and North Ayrshire mainland,UKM93,1998,8689
East Ayrshire and North Ayrshire mainland,UKM93,1999,8753
East Ayrshire and North Ayrshire mainland,UKM93,2000,9522
East Ayrshire and North Ayrshire mainland,UKM93,2001,10190
East Ayrshire and North Ayrshire mainland,UKM93,2002,10759
East Ayrshire and North Ayrshire mainland,UKM93,2003,11056
East Ayrshire and North Ayrshire mainland,UKM93,2004,11656
East Ayrshire and North Ayrshire mainland,UKM93,2005,11982
East Ayrshire and North Ayrshire mainland,UKM93,2006,12381
East Ayrshire and North Ayrshire mainland,UKM93,2007,13121
East Ayrshire and North Ayrshire mainland,UKM93,2008,13349
East Ayrshire and North Ayrshire mainland,UKM93,2009,13606
East Ayrshire and North Ayrshire mainland,UKM93,2010,14077
East Ayrshire and North Ayrshire mainland,UKM93,2011,14207
East Ayrshire and North Ayrshire mainland,UKM93,2012,14544
East Ayrshire and North Ayrshire mainland,UKM93,2013,15199
East Ayrshire and North Ayrshire mainland,UKM93,2014,15403
East Ayrshire and North Ayrshire mainland,UKM93,2015,15905
East Ayrshire and North Ayrshire mainland,UKM93,2016,16443
East Cumbria,UKD12,1997,10952
East Cumbria,UKD12,1998,11509
East Cumbria,UKD12,1999,11767
East Cumbria,UKD12,2000,12075
East Cumbria,UKD12,2001,12935
East Cumbria,UKD12,2002,13355
East Cumbria,UKD12,2003,13963
East Cumbria,UKD12,2004,14464
East Cumbria,UKD12,2005,14993
East Cumbria,UKD12,2006,15472
East Cumbria,UKD12,2007,15802
East Cumbria,UKD12,2008,16110
East Cumbria,UKD12,2009,16870
East Cumbria,UKD12,2010,17196
East Cumbria,UKD12,2011,17215
East Cumbria,UKD12,2012,17962
East Cumbria,UKD12,2013,18623
East Cumbria,UKD12,2014,18997
East Cumbria,UKD12,2015,19843
East Cumbria,UKD12,2016,19928
East Derbyshire,UKF12,1997,8612
East Derbyshire,UKF12,1998,9049
East Derbyshire,UKF12,1999,9584
East Derbyshire,UKF12,2000,10015
East Derbyshire,UKF12,2001,10819
East Derbyshire,UKF12,2002,11128
East Derbyshire,UKF12,2003,11316
East Derbyshire,UKF12,2004,11644
East Derbyshire,UKF12,2005,11986
East Derbyshire,UKF12,2006,12546
East Derbyshire,UKF12,2007,13187
East Derbyshire,UKF12,2008,13170
East Derbyshire,UKF12,2009,13364
East Derbyshire,UKF12,2010,13269
East Derbyshire,UKF12,2011,13557
East Derbyshire,UKF12,2012,14131
East Derbyshire,UKF12,2013,14401
East Derbyshire,UKF12,2014,14649
East Derbyshire,UKF12,2015,15561
East Derbyshire,UKF12,2016,15490
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,1997,9459
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,1998,9888
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,1999,10927
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2000,11877
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2001,12242
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2002,12747
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2003,12975
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2004,13349
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2005,13933
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2006,14598
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2007,15133
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2008,15906
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2009,16200
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2010,16457
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2011,16731
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2012,17365
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2013,17558
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2014,17668
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2015,18418
"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,2016,18824
East Kent,UKJ44,1997,9064
East Kent,UKJ44,1998,9375
East Kent,UKJ44,1999,9833
East Kent,UKJ44,2000,10587
East Kent,UKJ44,2001,11172
East Kent,UKJ44,2002,11659
East Kent,UKJ44,2003,11870
East Kent,UKJ44,2004,12364
East Kent,UKJ44,2005,12877
East Kent,UKJ44,2006,13343
East Kent,UKJ44,2007,13989
East Kent,UKJ44,2008,14439
East Kent,UKJ44,2009,15116
East Kent,UKJ44,2010,15204
East Kent,UKJ44,2011,15493
East Kent,UKJ44,2012,16143
East Kent,UKJ44,2013,16680
East Kent,UKJ44,2014,16965
East Kent,UKJ44,2015,17798
East Kent,UKJ44,2016,17682
East Lancashire,UKD46,1997,8318
East Lancashire,UKD46,1998,8560
East Lancashire,UKD46,1999,8846
East Lancashire,UKD46,2000,9386
East Lancashire,UKD46,2001,9768
East Lancashire,UKD46,2002,9970
East Lancashire,UKD46,2003,10286
East Lancashire,UKD46,2004,10714
East Lancashire,UKD46,2005,11244
East Lancashire,UKD46,2006,11603
East Lancashire,UKD46,2007,12200
East Lancashire,UKD46,2008,12681
East Lancashire,UKD46,2009,13154
East Lancashire,UKD46,2010,13163
East Lancashire,UKD46,2011,13390
East Lancashire,UKD46,2012,13698
East Lancashire,UKD46,2013,14063
East Lancashire,UKD46,2014,14152
East Lancashire,UKD46,2015,14864
East Lancashire,UKD46,2016,14808
East Lothian and Midlothian,UKM73,1997,10113
East Lothian and Midlothian,UKM73,1998,10529
East Lothian and Midlothian,UKM73,1999,10962
East Lothian and Midlothian,UKM73,2000,11543
East Lothian and Midlothian,UKM73,2001,11794
East Lothian and Midlothian,UKM73,2002,12137
East Lothian and Midlothian,UKM73,2003,13123
East Lothian and Midlothian,UKM73,2004,14060
East Lothian and Midlothian,UKM73,2005,14671
East Lothian and Midlothian,UKM73,2006,15188
East Lothian and Midlothian,UKM73,2007,15812
East Lothian and Midlothian,UKM73,2008,16432
East Lothian and Midlothian,UKM73,2009,16660
East Lothian and Midlothian,UKM73,2010,17220
East Lothian and Midlothian,UKM73,2011,17566
East Lothian and Midlothian,UKM73,2012,17981
East Lothian and Midlothian,UKM73,2013,18857
East Lothian and Midlothian,UKM73,2014,19235
East Lothian and Midlothian,UKM73,2015,19931
East Lothian and Midlothian,UKM73,2016,20139
East Merseyside,UKD71,1997,8232
East Merseyside,UKD71,1998,8499
East Merseyside,UKD71,1999,8915
East Merseyside,UKD71,2000,9658
East Merseyside,UKD71,2001,10151
East Merseyside,UKD71,2002,10431
East Merseyside,UKD71,2003,10756
East Merseyside,UKD71,2004,11178
East Merseyside,UKD71,2005,11615
East Merseyside,UKD71,2006,11977
East Merseyside,UKD71,2007,12616
East Merseyside,UKD71,2008,12923
East Merseyside,UKD71,2009,13440
East Merseyside,UKD71,2010,13499
East Merseyside,UKD71,2011,13657
East Merseyside,UKD71,2012,14144
East Merseyside,UKD71,2013,14432
East Merseyside,UKD71,2014,14605
East Merseyside,UKD71,2015,15247
East Merseyside,UKD71,2016,15334
East Riding of Yorkshire,UKE12,1997,10802
East Riding of Yorkshire,UKE12,1998,11065
East Riding of Yorkshire,UKE12,1999,11873
East Riding of Yorkshire,UKE12,2000,12220
East Riding of Yorkshire,UKE12,2001,12202
East Riding of Yorkshire,UKE12,2002,12707
East Riding of Yorkshire,UKE12,2003,13181
East Riding of Yorkshire,UKE12,2004,13774
East Riding of Yorkshire,UKE12,2005,14299
East Riding of Yorkshire,UKE12,2006,14918
East Riding of Yorkshire,UKE12,2007,15270
East Riding of Yorkshire,UKE12,2008,15456
East Riding of Yorkshire,UKE12,2009,15889
East Riding of Yorkshire,UKE12,2010,15962
East Riding of Yorkshire,UKE12,2011,16317
East Riding of Yorkshire,UKE12,2012,16707
East Riding of Yorkshire,UKE12,2013,16901
East Riding of Yorkshire,UKE12,2014,17167
East Riding of Yorkshire,UKE12,2015,18215
East Riding of Yorkshire,UKE12,2016,18427
East Surrey,UKJ26,1997,15848
East Surrey,UKJ26,1998,16808
East Surrey,UKJ26,1999,17253
East Surrey,UKJ26,2000,18124
East Surrey,UKJ26,2001,18396
East Surrey,UKJ26,2002,19016
East Surrey,UKJ26,2003,19103
East Surrey,UKJ26,2004,19667
East Surrey,UKJ26,2005,20868
East Surrey,UKJ26,2006,22325
East Surrey,UKJ26,2007,23047
East Surrey,UKJ26,2008,23272
East Surrey,UKJ26,2009,23117
East Surrey,UKJ26,2010,23024
East Surrey,UKJ26,2011,23330
East Surrey,UKJ26,2012,24697
East Surrey,UKJ26,2013,25559
East Surrey,UKJ26,2014,25924
East Surrey,UKJ26,2015,27551
East Surrey,UKJ26,2016,27263
East Sussex CC,UKJ22,1997,11848
East Sussex CC,UKJ22,1998,12161
East Sussex CC,UKJ22,1999,12571
East Sussex CC,UKJ22,2000,13311
East Sussex CC,UKJ22,2001,13862
East Sussex CC,UKJ22,2002,14204
East Sussex CC,UKJ22,2003,14432
East Sussex CC,UKJ22,2004,14719
East Sussex CC,UKJ22,2005,15320
East Sussex CC,UKJ22,2006,15938
East Sussex CC,UKJ22,2007,17026
East Sussex CC,UKJ22,2008,17527
East Sussex CC,UKJ22,2009,17789
East Sussex CC,UKJ22,2010,18226
East Sussex CC,UKJ22,2011,18153
East Sussex CC,UKJ22,2012,18767
East Sussex CC,UKJ22,2013,19614
East Sussex CC,UKJ22,2014,19721
East Sussex CC,UKJ22,2015,20790
East Sussex CC,UKJ22,2016,20741
"Edinburgh, City of",UKM75,1997,12195
"Edinburgh, City of",UKM75,1998,12795
"Edinburgh, City of",UKM75,1999,13323
"Edinburgh, City of",UKM75,2000,14203
"Edinburgh, City of",UKM75,2001,14904
"Edinburgh, City of",UKM75,2002,15532
"Edinburgh, City of",UKM75,2003,15904
"Edinburgh, City of",UKM75,2004,16393
"Edinburgh, City of",UKM75,2005,16907
"Edinburgh, City of",UKM75,2006,17809
"Edinburgh, City of",UKM75,2007,18172
"Edinburgh, City of",UKM75,2008,18568
"Edinburgh, City of",UKM75,2009,18710
"Edinburgh, City of",UKM75,2010,18671
"Edinburgh, City of",UKM75,2011,19292
"Edinburgh, City of",UKM75,2012,20133
"Edinburgh, City of",UKM75,2013,20329
"Edinburgh, City of",UKM75,2014,20478
"Edinburgh, City of",UKM75,2015,21385
"Edinburgh, City of",UKM75,2016,21837
Enfield,UKI54,1997,10966
Enfield,UKI54,1998,11453
Enfield,UKI54,1999,11737
Enfield,UKI54,2000,12700
Enfield,UKI54,2001,13470
Enfield,UKI54,2002,13663
Enfield,UKI54,2003,14144
Enfield,UKI54,2004,14732
Enfield,UKI54,2005,15294
Enfield,UKI54,2006,15774
Enfield,UKI54,2007,16798
Enfield,UKI54,2008,17335
Enfield,UKI54,2009,17246
Enfield,UKI54,2010,17229
Enfield,UKI54,2011,17216
Enfield,UKI54,2012,18488
Enfield,UKI54,2013,18893
Enfield,UKI54,2014,19560
Enfield,UKI54,2015,21057
Enfield,UKI54,2016,21444
Essex Haven Gateway,UKH34,1997,10134
Essex Haven Gateway,UKH34,1998,10458
Essex Haven Gateway,UKH34,1999,11094
Essex Haven Gateway,UKH34,2000,11695
Essex Haven Gateway,UKH34,2001,12292
Essex Haven Gateway,UKH34,2002,12794
Essex Haven Gateway,UKH34,2003,13001
Essex Haven Gateway,UKH34,2004,13490
Essex Haven Gateway,UKH34,2005,13942
Essex Haven Gateway,UKH34,2006,14280
Essex Haven Gateway,UKH34,2007,14757
Essex Haven Gateway,UKH34,2008,15366
Essex Haven Gateway,UKH34,2009,15981
Essex Haven Gateway,UKH34,2010,15765
Essex Haven Gateway,UKH34,2011,16105
Essex Haven Gateway,UKH34,2012,16743
Essex Haven Gateway,UKH34,2013,17262
Essex Haven Gateway,UKH34,2014,17444
Essex Haven Gateway,UKH34,2015,18242
Essex Haven Gateway,UKH34,2016,18587
Essex Thames Gateway,UKH37,1997,11434
Essex Thames Gateway,UKH37,1998,11711
Essex Thames Gateway,UKH37,1999,12288
Essex Thames Gateway,UKH37,2000,12858
Essex Thames Gateway,UKH37,2001,13547
Essex Thames Gateway,UKH37,2002,13991
Essex Thames Gateway,UKH37,2003,14270
Essex Thames Gateway,UKH37,2004,14664
Essex Thames Gateway,UKH37,2005,15089
Essex Thames Gateway,UKH37,2006,15441
Essex Thames Gateway,UKH37,2007,15933
Essex Thames Gateway,UKH37,2008,16567
Essex Thames Gateway,UKH37,2009,17150
